2011-06-14 12:52:01;1106141252018195;110401;_USER;_HOST;membuka form reduksi
2011-06-14 19:58:35;1106141958359990;110401;_USER;_HOST;membuka form reduksi
2011-06-23 12:03:05;1106231203044907;030301;admin;_HOST;membuka form reduksi
2011-06-23 12:14:27;1106231214270994;030301;admin;_HOST;membuka form reduksi
2011-06-23 12:21:58;1106231221583869;030301;admin;_HOST;membuka form reduksi
2011-06-23 12:54:16;1106231254164002;030301;admin;_HOST;membuka form reduksi
2011-06-23 12:55:38;1106231255389535;030301;admin;_HOST;membuka form reduksi
2011-06-23 12:56:36;1106231256365732;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:40:10;1106250440108897;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:41:07;1106250441078642;110401;admin;_HOST;membuka form reduksi
2011-06-25 04:41:41;1106250441417707;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:45:25;1106250445254290;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:45:58;1106250445583199;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:46:25;1106250446256787;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:46:53;1106250446536203;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:47:50;1106250447506391;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:49:24;1106250449243740;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:50:09;1106250450092286;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:50:21;1106250450215637;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:51:04;1106250451047623;110401;admin;_HOST;membuka form reduksi
2011-06-25 04:52:22;1106250452221065;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:52:25;1106250452253435;110401;admin;_HOST;membuka form reduksi
2011-06-25 04:52:27;1106250452279511;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:54:37;1106250454378386;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:56:02;1106250456021052;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:58:58;1106250458584817;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:59:19;1106250459192909;030301;admin;_HOST;membuka form reduksi
2011-06-25 04:59:59;1106250459591314;030301;admin;_HOST;membuka form reduksi
2011-06-25 05:05:23;1106250505230376;030301;admin;_HOST;membuka form reduksi
2011-06-25 05:07:38;1106250507385296;030301;admin;_HOST;membuka form reduksi
2011-06-25 05:08:11;1106250508113023;030301;admin;_HOST;membuka form reduksi
2011-06-25 05:28:01;1106250528013506;030301;admin;_HOST;membuka form reduksi
2011-06-25 08:17:32;1106250817320490;030301;admin;_HOST;membuka form reduksi
2011-06-25 08:18:05;1106250818052294;030301;admin;_HOST;membuka form reduksi
2011-06-25 08:25:20;1106250825208055;030301;admin;_HOST;membuka form reduksi
2011-06-25 08:35:36;1106250835365579;030301;admin;_HOST;membuka form reduksi
2011-06-25 08:48:30;1106250848302039;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:35:31;1106270935313534;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:37:25;1106270937254593;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:37:45;1106270937456269;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:38:06;1106270938067962;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:39:24;1106270939245957;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:40:21;1106270940219279;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:41:03;1106270941038088;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:41:49;1106270941492315;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:45:00;1106270945005701;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:47:21;1106270947212432;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:47:48;1106270947481104;030301;admin;_HOST;membuka form reduksi
2011-06-27 09:48:04;1106270948040597;030301;admin;_HOST;membuka form reduksi
2011-06-27 10:02:49;1106271002490642;030301;admin;_HOST;membuka form reduksi
2011-06-27 10:02:52;1106271002529168;030301;admin;_HOST;membuka form reduksi
2011-07-01 17:25:14;1107011725142788;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:26:03;1107011726030778;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:35:32;1107011735325048;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:46:27;1107011746272633;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:47:02;1107011747029203;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:47:44;1107011747444386;110401;admin;_HOST;membuka form reduksi
2011-07-01 17:47:55;1107011747557983;110401;admin;_HOST;membuka form reduksi
2011-07-02 07:45:28;1107020745284365;110401;admin;_HOST;membuka form reduksi
2011-07-02 07:51:39;1107020751398489;110401;admin;_HOST;membuka form reduksi
2011-07-02 07:51:43;1107020751434346;110401;admin;_HOST;membuka form reduksi
2011-07-02 07:51:48;1107020751484771;110401;admin;_HOST;membuka form reduksi
2011-07-02 07:52:38;1107020752384332;030301;admin;_HOST;membuka form reduksi
2011-07-02 07:52:42;1107020752425067;030301;admin;_HOST;membuka form reduksi
2011-07-02 08:13:52;1107020813525947;110401;admin;_HOST;membuka form reduksi
2011-07-03 17:59:24;1107031759244609;110401;admin;_HOST;membuka form reduksi
